date,station,天気概況,平均気温,平均風速,最多風向,降水量の合計
2023/5/22,八代,0,20.4,1.1,西北西,1.0
2023/5/22,本渡,0,19.2,1.4,西,0.5
2023/5/22,松島,0,19.3,1.5,西,1.0
2023/5/22,水俣,0,19.7,1.3,西北西,4.5
2023/5/22,牛深,8,20.0,2.4,西北西,1.5
2023/5/23,八代,0,19.7,2.1,東,0.5
2023/5/23,本渡,0,19.6,1.9,西,0.5
2023/5/23,松島,0,20.6,3.3,北,0.0
2023/5/23,水俣,0,20.0,2.6,北,0.0
2023/5/23,牛深,8,20.6,2.7,西北西,0
2023/5/24,八代,0,19.5,1.5,東北東,0.0
2023/5/24,本渡,0,18.8,2.0,西,0.0
2023/5/24,松島,0,19.0,1.7,北北東,0.0
2023/5/24,水俣,0,18.8,1.9,北,0.0
2023/5/24,牛深,8,20.3,2.6,東,0
2023/5/25,八代,0,21.0,1.1,北西,0.0
2023/5/25,本渡,0,20.2,1.4,西南西,0.0
2023/5/25,松島,0,20.7,1.8,南西,0.0
2023/5/25,水俣,0,20.8,1.6,東北東,0.0
2023/5/25,牛深,8,21.7,1.8,北東,0.0
2023/5/26,八代,0,22.3,1.4,西南西,0.0
2023/5/26,本渡,0,21.2,1.7,西南西,0.0
2023/5/26,松島,0,21.3,1.6,南南西,0.0
2023/5/26,水俣,0,22.9,1.9,東南東,0.0
2023/5/26,牛深,8,22.2,2.5,東北東,0
2023/5/27,八代,0,24.0,1.7,東南東,0.0
2023/5/27,本渡,0,22.8,2.7,南南東,0.0
2023/5/27,松島,0,23.0,2.4,南南西,0.0
2023/5/27,水俣,0,23.2,1.7,南東,0.0
2023/5/27,牛深,8,23.6,2.9,東北東,0
2023/5/28,八代,0,25.2,1.2,南西,0.0
2023/5/28,本渡,0,24.6,2.0,南南東,0.0
2023/5/28,松島,0,24.3,1.6,南南西,0.0
2023/5/28,水俣,0,25.7,1.9,東南東,0.0
2023/5/28,牛深,8,24.8,3.0,東北東,0.0
2023/5/29,八代,0,26.0,2.0,西南西,0.0
2023/5/29,本渡,0,25.5,2.5,南,0.0
2023/5/29,松島,0,25.6,2.2,南南西,0.0
2023/5/29,水俣,0,25.8,1.9,西,0.0
2023/5/29,牛深,8,24.8,1.9,南南東,0.0
2023/5/3,八代,0,18.2,1.2,西,0.0
2023/5/3,本渡,0,17.7,1.6,西,0.0
2023/5/3,松島,0,17.2,1.5,南南西,0.0
2023/5/3,水俣,0,18.0,1.7,東,0.0
2023/5/3,牛深,8,19.1,2.5,東北東,0.0
2023/5/30,八代,0,24.2,1.5,南南西,4.5
2023/5/30,本渡,0,23.2,1.1,南南東,59.0
2023/5/30,松島,0,23.4,1.2,南南東,72.5
2023/5/30,水俣,0,25.0,1.0,西南西,3.5
2023/5/30,牛深,8,24.5,1.4,南南西,0.5
2023/5/31,八代,0,21.2,1.0,北北東,40.0
2023/5/31,本渡,0,20.8,1.7,北東,22.5
2023/5/31,松島,0,21.0,1.7,北北東,35.5
2023/5/31,水俣,0,22.1,2.0,北,9.5
2023/5/31,牛深,8,23.0,3.4,東北東,6.0
2023/5/4,八代,0,17.6,1.1,東北東,15.0
2023/5/4,本渡,0,17.0,1.8,南南東,32.0
2023/5/4,松島,0,17.5,1.8,南南西,21.0
2023/5/4,水俣,0,17.9,1.2,南東,22.0
2023/5/4,牛深,8,18.4,3.4,東北東,41.5
2023/5/5,八代,0,21.8,2.5,南東,0.5
2023/5/5,本渡,0,21.6,5.2,南南東,0.5
2023/5/5,松島,0,21.4,2.8,南南西,0.0
2023/5/5,水俣,0,21.4,2.5,南東,0.0
2023/5/5,牛深,8,21.8,4.6,南東,0.0
2023/5/6,八代,0,23.5,4.6,南南東,32.0
2023/5/6,本渡,0,21.6,5.6,南,51.0
2023/5/6,松島,0,22.1,4.3,南南西,38.5
2023/5/6,水俣,0,22.1,2.7,南東,28.0
2023/5/6,牛深,8,21.3,5.0,南,45.5
2023/5/7,八代,0,17.5,1.7,北東,91.5
2023/5/7,本渡,0,17.0,1.8,北東,94.0
2023/5/7,松島,0,17.1,2.0,北北東,86.0
2023/5/7,水俣,0,19.6,1.6,北西,74.5
2023/5/7,牛深,8,19.2,2.4,西南西,78.0
2023/5/8,八代,0,17.1,3.2,北北東,0.0
2023/5/8,本渡,0,17.2,3.8,北北東,0.0
2023/5/8,松島,0,17.3,4.6,北北東,0.0
2023/5/8,水俣,0,17.1,4.0,北,0.0
2023/5/8,牛深,8,18.1,3.8,北東,0
2023/5/9,八代,0,17.0,1.2,西北西,0.0
2023/5/9,本渡,0,17.5,2.0,北東,0.0
2023/5/9,松島,0,16.8,1.8,北北東,0.0
2023/5/9,水俣,0,16.2,1.8,東南東,0.0
2023/5/9,牛深,8,18.4,3.4,東,0
2023/6/1,八代,0,22.9,0.9,南南西,5.0
2023/6/1,本渡,0,22.0,1.3,北北西,13.5
2023/6/1,松島,0,22.5,1.2,南南西,3.0
2023/6/1,水俣,0,23.5,2.0,東南東,4.5
2023/6/1,牛深,8,23.4,4.7,東北東,11.5
2023/6/10,八代,0,21.1,1.0,北東,2.0
2023/6/10,本渡,0,20.1,2.2,南南東,1.0
2023/6/10,松島,0,20.8,1.9,南南西,1.0
2023/6/10,水俣,0,20.5,1.9,南東,17.0
2023/6/10,牛深,8,21.4,3.6,東北東,1.5
2023/6/11,八代,0,22.5,1.1,東,8.5
2023/6/11,本渡,0,21.9,1.4,西南西,7.0
2023/6/11,松島,0,21.9,1.1,南南西,8.0
2023/6/11,水俣,0,22.3,1.5,南東,14.0
2023/6/11,牛深,8,22.8,2.7,東,18.5
2023/6/12,八代,0,24.8,1.2,南南西,0.0
2023/6/12,本渡,0,24.3,1.4,北東,0.0
2023/6/12,松島,0,24.2,1.6,西,0.0
2023/6/12,水俣,0,24.0,1.4,北,0.0
2023/6/12,牛深,8,24.6,2.3,西,0
2023/6/13,八代,0,24.2,0.9,南,1.0
2023/6/13,本渡,0,22.8,0.9,西北西,1.5
2023/6/13,松島,0,23.4,1.3,南西,1.0
2023/6/13,水俣,0,23.4,1.0,北,1.0
2023/6/13,牛深,8,23.6,1.3,東北東,4.5
2023/6/14,八代,0,23.5,0.9,東南東,2.5
2023/6/14,本渡,0,23.1,0.9,北北東,0.0
2023/6/14,松島,0,22.9,1.0,南西,1.0
2023/6/14,水俣,0,23.2,0.8,南,2.0
2023/6/14,牛深,8,23.1,1.2,東南東,1.0
2023/6/15,八代,0,23.3,1.3,西南西,8.5
2023/6/15,本渡,0,22.5,1.6,西,2.5
2023/6/15,松島,0,22.6,1.4,南南西,4.5
2023/6/15,水俣,0,22.9,1.5,南東,4.5
2023/6/15,牛深,8,23.1,2.3,西北西,1.5
2023/6/16,八代,0,23.7,1.3,西,0.0
2023/6/16,本渡,0,22.6,1.6,西,0.0
2023/6/16,松島,0,22.7,1.3,南西,0.0
2023/6/16,水俣,0,22.7,1.3,南,0.0
2023/6/16,牛深,8,22.9,1.7,西北西,0
2023/6/17,八代,0,23.9,1.2,西南西,0.0
2023/6/17,本渡,0,23.5,1.9,西,0.0
2023/6/17,松島,0,23.0,1.5,南西,0.0
2023/6/17,水俣,0,22.9,1.2,西,0.0
2023/6/17,牛深,8,23.4,1.5,南東,0.0
2023/6/18,八代,0,22.7,0.9,南,1.0
2023/6/18,本渡,0,21.8,1.2,西南西,5.0
2023/6/18,松島,0,22.1,1.2,南西,1.0
2023/6/18,水俣,0,21.6,1.0,東南東,5.5
2023/6/18,牛深,8,21.9,1.8,東北東,4.5
2023/6/19,八代,0,25.2,1.4,西,0.0
2023/6/19,本渡,0,24.6,1.5,東,0.0
2023/6/19,松島,0,24.4,1.4,南南西,0.0
2023/6/19,水俣,0,23.9,1.6,北北東,0.0
2023/6/19,牛深,8,24.4,2.0,東北東,0
2023/6/2,八代,0,23.6,1.9,北北東,61.5
2023/6/2,本渡,0,22.5,1.7,北北東,70.5
2023/6/2,松島,0,23.1,1.7,北,73.0
2023/6/2,水俣,0,23.5,2.1,北北東,53.5
2023/6/2,牛深,8,24.0,3.4,東北東,35.5
2023/6/20,八代,0,26.0,1.2,南南西,0.0
2023/6/20,本渡,0,25.6,2.6,南東,0.0
2023/6/20,松島,0,25.1,1.8,南南西,0.0
2023/6/20,水俣,0,25.4,1.7,東南東,0.0
2023/6/20,牛深,8,25.4,2.6,南東,0.0
2023/6/21,八代,0,23.8,1.4,東北東,7.5
2023/6/21,本渡,0,23.3,3.5,南南東,6.5
2023/6/21,松島,0,23.8,2.0,南南西,8.0
2023/6/21,水俣,0,24.2,3.1,南東,4.0
2023/6/21,牛深,8,24.2,2.9,東北東,5.0
2023/6/22,八代,0,24.6,1.9,西南西,0.5
2023/6/22,本渡,0,23.2,2.0,西,0.0
2023/6/22,松島,0,23.6,1.4,西南西,0.0
2023/6/22,水俣,0,24.1,1.7,西,0.0
2023/6/22,牛深,8,24.4,2.8,西,0
2023/6/23,八代,0,24.6,1.5,西南西,0.0
2023/6/23,本渡,0,23.4,1.6,西南西,0.0
2023/6/23,松島,0,23.4,2.1,南西,0.0
2023/6/23,水俣,0,24.3,1.3,南,0.0
2023/6/23,牛深,8,24.4,1.6,西,0
2023/6/24,八代,0,24.9,1.1,西南西,0.0
2023/6/24,本渡,0,24.0,1.3,西南西,0.0
2023/6/24,松島,0,24.0,1.3,南南西,0.0
2023/6/24,水俣,0,24.1,0.8,東南東,0.0
2023/6/24,牛深,8,24.5,1.6,東,0.0
2023/6/25,八代,0,23.1,1.1,東南東,6.5
2023/6/25,本渡,0,22.5,1.9,南南東,4.5
2023/6/25,松島,0,22.8,1.4,南南西,8.0
2023/6/25,水俣,0,23.1,1.3,南東,18.5
2023/6/25,牛深,8,23.5,2.3,東北東,11.0
2023/6/26,八代,0,26.6,2.1,南南西,0.0
2023/6/26,本渡,0,26.3,2.9,南,1.5
2023/6/26,松島,0,26.3,2.3,南,0.0
2023/6/26,水俣,0,26.3,1.2,南南東,0.0
2023/6/26,牛深,8,26.4,2.5,南,0.0
2023/6/27,八代,0,28.3,3.0,南西,0.0
2023/6/27,本渡,0,27.3,3.0,南西,2.5
2023/6/27,松島,0,27.6,3.2,南,0.0
2023/6/27,水俣,0,27.1,2.1,西,0.0
2023/6/27,牛深,8,27.4,2.5,南南西,0.0
2023/6/28,八代,0,27.7,2.8,南南西,2.5
2023/6/28,本渡,0,26.9,2.5,南南西,4.5
2023/6/28,松島,0,26.8,3.6,南,2.0
2023/6/28,水俣,0,26.9,1.2,南西,7.5
2023/6/28,牛深,8,27.1,3.3,南西,0.0
2023/6/29,八代,0,27.8,3.0,南,44.5
2023/6/29,本渡,0,26.6,3.0,南,11.0
2023/6/29,松島,0,27.1,3.6,南,8.5
2023/6/29,水俣,0,27.2,1.2,南南東,1.5
2023/6/29,牛深,8,27.2,3.5,南西,1.0
2023/6/3,八代,0,23.2,2.0,北北西,0.0
2023/6/3,本渡,0,22.9,1.1,西,0.0
2023/6/3,松島,0,23.2,3.1,北北東,0.0
2023/6/3,水俣,0,22.9,2.5,北北東,0.0
2023/6/3,牛深,8,22.8,3.6,西北西,0
2023/6/30,八代,0,27.9,4.3,南南西,4.5
2023/6/30,本渡,0,26.9,5.5,南西,71.5
2023/6/30,松島,0,26.5,4.3,南南西,91.0
2023/6/30,水俣,0,26.8,1.7,南南西,106.0
2023/6/30,牛深,8,27.4,5.7,南西,4.0
2023/6/4,八代,0,22.1,1.1,東,0.0
2023/6/4,本渡,0,21.4,1.6,西,0.0
2023/6/4,松島,0,21.3,1.6,南西,0.0
2023/6/4,水俣,0,21.7,1.4,西,0.0
2023/6/4,牛深,8,22.3,2.8,西北西,0
2023/6/5,八代,0,21.8,0.9,西南西,0.0
2023/6/5,本渡,0,20.6,1.0,西南西,0.0
2023/6/5,松島,0,20.9,1.0,南西,0.0
2023/6/5,水俣,0,20.8,0.9,東,0.5
2023/6/5,牛深,8,21.3,1.1,北北東,0.0
2023/6/6,八代,0,17.9,1.2,北東,66.5
2023/6/6,本渡,0,17.7,1.6,東北東,71.0
2023/6/6,松島,0,18.2,1.4,北東,66.0
2023/6/6,水俣,0,18.2,1.5,東南東,116.5
2023/6/6,牛深,8,18.5,3.3,東北東,111.0
2023/6/7,八代,0,22.2,1.1,西南西,0.0
2023/6/7,本渡,0,21.6,1.5,北東,0.0
2023/6/7,松島,0,21.5,1.2,南西,0.0
2023/6/7,水俣,0,21.6,1.5,北,0.0
2023/6/7,牛深,8,21.9,2.2,西,0.0
2023/6/8,八代,0,19.4,1.1,東,64.0
2023/6/8,本渡,0,18.6,1.8,北東,36.5
2023/6/8,松島,0,19.3,1.3,北北東,45.0
2023/6/8,水俣,0,20.2,1.2,東南東,77.5
2023/6/8,牛深,8,20.1,3.3,東北東,70.5
2023/6/9,八代,0,21.0,1.0,西,0.0
2023/6/9,本渡,0,20.6,1.3,西南西,0.0
2023/6/9,松島,0,20.4,1.3,南南西,0.0
2023/6/9,水俣,0,20.9,1.0,東,0.0
2023/6/9,牛深,8,21.2,1.9,西,0
2023/7/1,八代,0,24.8,1.9,南西,56.0
2023/7/1,本渡,0,24.5,2.9,南南東,50.0
2023/7/1,松島,0,24.8,2.4,南南西,42.5
2023/7/1,水俣,0,24.7,1.1,西,45.5
2023/7/1,牛深,8,24.9,2.9,西南西,48.0
2023/7/10,八代,0,29.2,3.0,南南西,0.0
2023/7/10,本渡,0,28.0,3.4,南,4.5
2023/7/10,松島,0,28.6,3.7,南,0.5
2023/7/10,水俣,0,29.1,1.5,南,0.0
2023/7/10,牛深,8,28.1,3.4,南南西,0.0
2023/7/11,八代,0,29.1,2.3,南西,0.0
2023/7/11,本渡,0,28.1,2.5,南,0.5
2023/7/11,松島,0,28.6,3.3,南,1.5
2023/7/11,水俣,0,28.5,1.7,西,0.0
2023/7/11,牛深,8,28.5,2.7,南,0.0
2023/7/12,八代,0,27.6,2.6,南,41.0
2023/7/12,本渡,0,27.8,2.9,南,3.0
2023/7/12,松島,0,27.1,2.9,南南西,30.5
2023/7/12,水俣,0,28.2,1.2,南,9.5
2023/7/12,牛深,8,28.5,3.3,南西,0.0
2023/7/13,八代,0,28.6,2.6,南,5.0
2023/7/13,本渡,0,28.1,2.8,南,1.5
2023/7/13,松島,0,28.0,2.5,南南西,13.0
2023/7/13,水俣,0,28.2,1.3,南,0.0
2023/7/13,牛深,8,28.7,2.7,南南西,0.0
2023/7/14,八代,0,28.9,2.5,南,0.0
2023/7/14,本渡,0,27.4,4.3,南,2.0
2023/7/14,松島,0,27.6,3.2,南南西,0.0
2023/7/14,水俣,0,28.4,1.4,南南東,0.0
2023/7/14,牛深,8,28.0,3.5,南南西,0.0
2023/7/15,八代,0,29.6,3.2,南,0.5
2023/7/15,本渡,0,28.2,4.2,南,20.0
2023/7/15,松島,0,29.5,3.8,南南西,0.0
2023/7/15,水俣,0,29.6,1.5,南,0.0
2023/7/15,牛深,8,28.4,3.5,南,8.0
2023/7/16,八代,0,29.7,2.3,西南西,0.0
2023/7/16,本渡,0,28.9,2.9,南,0.0
2023/7/16,松島,0,29.3,2.2,南西,0.0
2023/7/16,水俣,0,28.9,1.7,南東,0.0
2023/7/16,牛深,8,29.3,3.0,南南東,0
2023/7/17,八代,0,29.3,1.3,南東,0.0
2023/7/17,本渡,0,28.5,1.4,西,0.0
2023/7/17,松島,0,28.6,1.5,南南西,0.0
2023/7/17,水俣,0,28.8,1.4,南東,0.0
2023/7/17,牛深,8,29.4,2.3,南西,0
2023/7/18,八代,0,29.5,1.9,南西,0.0
2023/7/18,本渡,0,28.8,3.1,南,5.5
2023/7/18,松島,0,29.3,2.4,南南西,1.5
2023/7/18,水俣,0,29.4,1.6,南南東,2.0
2023/7/18,牛深,8,29.2,3.1,南南西,9.5
2023/7/19,八代,0,28.0,2.4,南西,18.5
2023/7/19,本渡,0,27.1,2.1,南西,46.5
2023/7/19,松島,0,27.0,2.2,南,24.0
2023/7/19,水俣,0,27.5,1.4,南南東,19.5
2023/7/19,牛深,8,27.7,2.7,西南西,23.5
2023/7/2,八代,0,26.7,1.9,南,41.5
2023/7/2,本渡,0,26.1,2.0,南南東,10.0
2023/7/2,松島,0,26.4,1.7,南南西,6.0
2023/7/2,水俣,0,26.5,1.2,東南東,2.0
2023/7/2,牛深,8,26.1,2.4,南西,2.5
2023/7/20,八代,0,27.6,1.2,西,0.0
2023/7/20,本渡,0,26.4,1.2,西,0.0
2023/7/20,松島,0,26.7,1.3,北北東,0.0
2023/7/20,水俣,0,26.8,1.3,北,0.0
2023/7/20,牛深,8,27.2,1.6,西北西,0.0
2023/7/21,八代,0,27.4,0.9,南西,0.0
2023/7/21,本渡,0,26.7,1.2,西南西,0.0
2023/7/21,松島,0,26.8,1.2,南西,0.0
2023/7/21,水俣,0,26.6,1.0,北西,0.0
2023/7/21,牛深,8,26.8,1.4,南東,0.0
2023/7/22,八代,0,28.5,1.1,西南西,0.0
2023/7/22,本渡,0,28.0,1.6,西北西,0.0
2023/7/22,松島,0,27.9,1.3,南西,0.0
2023/7/22,水俣,0,28.0,1.0,西南西,0.0
2023/7/22,牛深,8,28.1,1.9,東南東,0.0
2023/7/23,八代,0,28.6,1.2,南西,0.0
2023/7/23,本渡,0,28.7,2.1,南,0.0
2023/7/23,松島,0,28.3,1.5,南西,0.0
2023/7/23,水俣,0,28.5,1.4,西南西,0.0
2023/7/23,牛深,8,28.3,2.2,南西,0.0
2023/7/24,八代,0,26.8,1.1,南南東,15.5
2023/7/24,本渡,0,26.9,2.2,南南東,16.0
2023/7/24,松島,0,26.8,1.7,南南西,1.0
2023/7/24,水俣,0,26.3,1.2,南南東,33.0
2023/7/24,牛深,8,27.6,2.2,東南東,2.5
2023/7/25,八代,0,26.6,0.9,東南東,12.0
2023/7/25,本渡,0,26.1,1.3,西,1.5
2023/7/25,松島,0,26.2,1.4,南西,2.5
2023/7/25,水俣,0,26.2,1.2,東南東,16.5
2023/7/25,牛深,8,28.2,2.5,東,0.0
2023/7/26,八代,0,29.0,1.1,東,0.0
2023/7/26,本渡,0,28.0,1.5,北東,0.0
2023/7/26,松島,0,28.5,1.4,南西,0.0
2023/7/26,水俣,0,28.0,1.6,北,0.0
2023/7/26,牛深,8,29.7,2.4,東北東,0
2023/7/27,八代,0,29.4,1.2,西南西,0.0
2023/7/27,本渡,0,28.1,1.4,西,12.0
2023/7/27,松島,0,28.7,1.5,南西,0.0
2023/7/27,水俣,0,28.5,1.4,東,0.0
2023/7/27,牛深,8,29.5,2.2,東,0.0
2023/7/28,八代,0,29.3,1.1,南,0.0
2023/7/28,本渡,0,28.4,1.2,西北西,0.0
2023/7/28,松島,0,28.4,1.4,南西,0.0
2023/7/28,水俣,0,28.7,1.3,北西,0.0
2023/7/28,牛深,8,29.7,2.1,東,0
2023/7/29,八代,0,29.2,1.2,西南西,0.5
2023/7/29,本渡,0,28.7,1.6,西南西,0.0
2023/7/29,松島,0,28.8,1.4,南西,0.0
2023/7/29,水俣,0,28.5,1.7,東南東,0.0
2023/7/29,牛深,8,29.5,2.2,東,0.0
2023/7/3,八代,0,26.0,1.8,南南西,70.5
2023/7/3,本渡,0,25.6,1.7,南西,52.5
2023/7/3,松島,0,25.7,1.7,南南西,40.5
2023/7/3,水俣,0,25.9,1.3,西南西,84.5
2023/7/3,牛深,8,26.0,3.0,西南西,47.0
2023/7/30,八代,0,27.9,1.1,東南東,0.0
2023/7/30,本渡,0,27.3,1.5,西,0.0
2023/7/30,松島,0,27.6,1.3,南西,0.0
2023/7/30,水俣,0,28.0,1.3,東南東,0.0
2023/7/30,牛深,8,29.4,2.4,東北東,0
2023/7/31,八代,0,28.0,1.0,南西,0.0
2023/7/31,本渡,0,27.5,1.6,西北西,0.0
2023/7/31,松島,0,27.8,1.3,南南西,0.0
2023/7/31,水俣,0,27.4,1.2,南南東,0.5
2023/7/31,牛深,8,28.8,3.1,東北東,0.5
2023/7/4,八代,0,26.4,1.1,南西,0.0
2023/7/4,本渡,0,26.0,2.0,南南東,1.0
2023/7/4,松島,0,26.5,1.4,南南西,0.5
2023/7/4,水俣,0,26.2,0.9,東南東,3.0
2023/7/4,牛深,8,25.6,1.6,南南東,1.0
2023/7/5,八代,0,26.6,2.1,南南西,7.0
2023/7/5,本渡,0,26.5,2.7,南西,4.5
2023/7/5,松島,0,26.7,2.8,南南西,3.5
2023/7/5,水俣,0,26.4,1.2,南西,1.5
2023/7/5,牛深,8,26.3,3.4,南西,0.5
2023/7/6,八代,0,27.2,1.4,西南西,0.5
2023/7/6,本渡,0,26.9,1.8,東南東,0.5
2023/7/6,松島,0,26.7,1.4,南西,0.0
2023/7/6,水俣,0,27.0,1.3,西南西,1.5
2023/7/6,牛深,8,26.5,2.0,南南西,0.0
2023/7/7,八代,0,28.6,3.0,南南西,35.0
2023/7/7,本渡,0,27.8,3.3,南南西,24.5
2023/7/7,松島,0,27.9,3.8,南南西,24.0
2023/7/7,水俣,0,28.6,1.4,南南東,4.5
2023/7/7,牛深,8,27.6,3.3,南,1.0
2023/7/8,八代,0,28.6,4.0,南南西,4.5
2023/7/8,本渡,0,28.2,4.2,南南西,1.5
2023/7/8,松島,0,28.1,4.1,南南西,3.0
2023/7/8,水俣,0,27.8,1.4,南南西,7.0
2023/7/8,牛深,8,27.7,4.2,南西,0.0
2023/7/9,八代,0,29.3,3.9,南南西,0.5
2023/7/9,本渡,0,27.8,3.9,南西,8.5
2023/7/9,松島,0,28.0,3.8,南南西,7.0
2023/7/9,水俣,0,28.8,1.6,南,9.0
2023/7/9,牛深,8,27.8,4.2,南西,0.5
2023/8/1,八代,0,29.9,1.1,南東,0.0
2023/8/1,本渡,0,29.2,2.1,西,0.0
2023/8/1,松島,0,28.9,1.3,南西,0.0
2023/8/1,水俣,0,28.2,1.3,東,0.0
2023/8/1,牛深,8,30.5,3.8,東,0
2023/8/10,八代,0,28.3,3.4,南南西,9.5
2023/8/10,本渡,0,27.2,5.5,南,71.5
2023/8/10,松島,0,27.6,4.7,南南西,85.0
2023/8/10,水俣,0,27.5,1.9,南東,25.0
2023/8/10,牛深,8,28.1,5.1,南西,55.0
2023/8/11,八代,0,28.3,1.1,南西,0.0
2023/8/11,本渡,0,27.7,1.4,西,0.0
2023/8/11,松島,0,27.8,1.5,南西,0.0
2023/8/11,水俣,0,27.8,1.3,南,0.0
2023/8/11,牛深,8,28.5,1.9,西,0.0
2023/8/12,八代,0,28.8,1.4,西,0.0
2023/8/12,本渡,0,27.4,1.4,西,0.0
2023/8/12,松島,0,27.9,1.4,西北西,0.0
2023/8/12,水俣,0,28.1,1.3,南,0.0
2023/8/12,牛深,8,28.3,2.2,西北西,0
2023/8/13,八代,0,28.7,1.1,西,0.0
2023/8/13,本渡,0,27.5,1.4,西,0.0
2023/8/13,松島,0,27.9,1.5,西北西,0.0
2023/8/13,水俣,0,27.8,1.4,北西,0.0
2023/8/13,牛深,8,28.1,2.7,西北西,0
2023/8/14,八代,0,29.5,1.4,西,0.0
2023/8/14,本渡,0,28.1,1.5,西,0.0
2023/8/14,松島,0,28.7,1.8,北北東,0.0
2023/8/14,水俣,0,28.7,1.5,北,0.0
2023/8/14,牛深,8,28.7,2.4,西北西,0
2023/8/15,八代,0,27.9,1.9,北北東,0.0
2023/8/15,本渡,0,27.4,1.8,東北東,0.0
2023/8/15,松島,0,28.4,3.2,北北東,0.0
2023/8/15,水俣,0,28.2,2.7,北北東,0.0
2023/8/15,牛深,8,28.4,2.2,西北西,0
2023/8/16,八代,0,28.4,1.2,北北西,0.5
2023/8/16,本渡,0,28.4,2.2,東北東,0.0
2023/8/16,松島,0,28.1,1.9,北北東,0.5
2023/8/16,水俣,0,27.5,1.7,南東,18.0
2023/8/16,牛深,8,28.8,2.6,東北東,0.0
2023/8/17,八代,0,27.2,1.0,北東,19.0
2023/8/17,本渡,0,27.1,1.1,西,2.5
2023/8/17,松島,0,26.7,1.1,南南西,6.0
2023/8/17,水俣,0,26.8,1.0,東南東,1.5
2023/8/17,牛深,8,27.5,1.6,北東,1.5
2023/8/18,八代,0,27.2,0.9,南南東,10.0
2023/8/18,本渡,0,27.2,2.1,南,0.0
2023/8/18,松島,0,27.4,1.3,南南西,6.0
2023/8/18,水俣,0,27.3,1.4,東南東,28.5
2023/8/18,牛深,8,28.5,3.8,東北東,0.5
2023/8/19,八代,0,28.5,1.0,南東,0.0
2023/8/19,本渡,0,28.8,1.7,南,0.0
2023/8/19,松島,0,28.5,1.7,南南西,0.0
2023/8/19,水俣,0,28.0,1.2,南,0.0
2023/8/19,牛深,8,29.0,2.0,東北東,0
2023/8/2,八代,0,30.4,1.6,南東,0.0
2023/8/2,本渡,0,29.2,2.6,西,0.0
2023/8/2,松島,0,29.3,1.5,南西,0.0
2023/8/2,水俣,0,29.2,1.5,南東,0.0
2023/8/2,牛深,8,30.8,4.8,東北東,0.0
2023/8/20,八代,0,29.7,1.1,西南西,0.0
2023/8/20,本渡,0,29.2,1.5,西,0.0
2023/8/20,松島,0,29.0,1.3,南西,0.0
2023/8/20,水俣,0,28.8,1.3,南南西,0.0
2023/8/20,牛深,8,29.3,2.4,西,0
2023/8/21,八代,0,29.8,1.1,西南西,0.0
2023/8/21,本渡,0,29.0,1.4,西,0.0
2023/8/21,松島,0,28.8,1.3,南南西,0.0
2023/8/21,水俣,0,28.9,1.2,北西,0.0
2023/8/21,牛深,8,29.6,1.9,東南東,0.0
2023/8/22,八代,0,29.7,1.3,西南西,0.0
2023/8/22,本渡,0,29.0,1.6,西,0.0
2023/8/22,松島,0,28.8,1.4,南南西,0.0
2023/8/22,水俣,0,28.7,1.4,南,0.0
2023/8/22,牛深,8,29.7,2.1,西,0
2023/8/23,八代,0,28.3,0.9,南南西,2.5
2023/8/23,本渡,0,27.4,1.5,西南西,2.0
2023/8/23,松島,0,28.3,1.4,南南西,0.0
2023/8/23,水俣,0,28.1,1.0,東,0.0
2023/8/23,牛深,8,29.1,1.8,南東,0
2023/8/24,八代,0,27.8,1.3,南南西,2.5
2023/8/24,本渡,0,28.5,2.1,南,0.0
2023/8/24,松島,0,28.3,2.0,南南西,0.0
2023/8/24,水俣,0,27.4,1.2,南南東,3.0
2023/8/24,牛深,8,29.3,2.2,南東,0.0
2023/8/25,八代,0,27.9,1.0,南西,0.0
2023/8/25,本渡,0,27.0,1.3,西,17.0
2023/8/25,松島,0,27.2,1.2,南西,2.5
2023/8/25,水俣,0,27.3,1.3,東,0.0
2023/8/25,牛深,8,28.1,1.7,東北東,0.0
2023/8/26,八代,0,28.6,1.1,南東,0.5
2023/8/26,本渡,0,27.7,1.4,西,0.0
2023/8/26,松島,0,28.1,1.3,南西,0.0
2023/8/26,水俣,0,27.4,1.5,北,1.0
2023/8/26,牛深,8,29.0,2.6,東,0
2023/8/27,八代,0,27.8,1.1,西,9.0
2023/8/27,本渡,0,28.2,1.8,北西,0.0
2023/8/27,松島,0,27.9,1.6,南西,2.0
2023/8/27,水俣,0,27.1,1.3,東南東,0.0
2023/8/27,牛深,8,29.4,2.1,東,0.0
2023/8/28,八代,0,28.6,1.1,西南西,0.0
2023/8/28,本渡,0,28.5,1.9,南南東,0.0
2023/8/28,松島,0,28.9,1.9,南西,0.0
2023/8/28,水俣,0,28.0,1.3,南東,0.0
2023/8/28,牛深,8,29.7,2.5,東南東,0
2023/8/29,八代,0,28.9,1.4,南南東,0.0
2023/8/29,本渡,0,29.0,3.0,南東,0.0
2023/8/29,松島,0,29.5,2.2,南南西,0.0
2023/8/29,水俣,0,29.2,1.7,南南東,0.0
2023/8/29,牛深,8,29.9,3.0,東,0
2023/8/3,八代,0,30.5,1.6,東南東,0.0
2023/8/3,本渡,0,29.8,2.5,南南東,0.0
2023/8/3,松島,0,30.3,1.9,南西,0.0
2023/8/3,水俣,0,29.7,2.0,南東,0.0
